Gene	Stat	Length
Ngf	-2.59519068723762	165
Mitf	-2.59492313559216	4710
Creg2	-2.59456375044044	4690
Gm23935	-2.59414101371337	57
Zfp407	-2.5937964019554	8098
Stk24	-2.59281404392728	987
Rgs2	-2.5927737467146	3482
Tmem87b	-2.59255160862494	6952
2900055J20Rik	-2.5925177245528	289
Stx17	-2.59190315249327	1920
Ccrn4l	-2.58869978387383	1958
Mark1	-2.58863164727439	2100
Tmem205	-2.58819209185853	341
Gpr22	-2.58812574031066	1845
Zfp329	-2.58753091486007	7938
Ift52	-2.58712254788279	5640
Atg16l1	-2.58686020140007	6860
Mmab	-2.58677060182077	2895
Nol10	-2.58642566007657	861
Ebna1bp2	-2.58634099255034	2852
Msto1	-2.58247974118807	2788
Ptgr2	-2.58196247838747	5046
Pgd	-2.58188416783587	3602
Man2a2	-2.58157117115277	4421
Usp5	-2.58144632242379	1871
Dusp23	-2.58048003109498	872
Ptprz1	-2.58000544765039	2730
Mrpl12	-2.578937098038	748
Phf21a	-2.57703795586375	4920
Zfp563	-2.57534478495556	4932
Zmynd8	-2.57414148546128	4188
AI837181	-2.57389585595474	1380
Zdhhc18	-2.57364297678702	3917
2310035C23Rik	-2.57267368821891	2984
Cadm3	-2.57258277479122	5343
Kctd20	-2.57075484936847	2896
Gm6984	-2.57032999108382	1629
Me1	-2.56968483028489	1374
Atp8a1	-2.56955877893291	6399
Nadk	-2.56857760518872	2042
Golga2	-2.56815244554398	2108
Mzt1	-2.56784508196143	2576
Psmf1	-2.56774884304978	5211
Flot1	-2.56771041094716	1363
Slk	-2.56749329557878	3814
Mrps12	-2.566374909135	339
Rbm12b2	-2.56573231863874	624
E2f3	-2.56570850251827	3328
Tmod3	-2.56495093410885	2332
Fn3k	-2.56457011829262	1814
Acad8	-2.564385937557	2339
Slc7a4	-2.56371487647621	1434
Lrrc4	-2.56345396757886	1879
Tmem108	-2.5630754061485	1725
Ppp3cc	-2.5627431562085	219
Dnpep	-2.56264168623208	762
Mkx	-2.56097061417094	2511
Dnajc16	-2.55949584647449	3830
Usp25	-2.55933682180074	1218
Tra2b	-2.55862980679782	3965
Snrk	-2.55737046887874	2961
Jakmip1	-2.55688099649952	2429
Kdsr	-2.55631306787495	4492
Rundc1	-2.55564662136196	1356
Vps52	-2.55554657105103	1294
Dgcr14	-2.55495775645108	1335
Atp5sl	-2.55375928532068	1149
2700060E02Rik	-2.55328749718077	681
Ntpcr	-2.55305514436384	1988
CAAA01118383.1	-2.55281177014463	777
Asap1	-2.55025775196419	3710
Adora1	-2.55011786036327	3736
Ppp2r3c	-2.54995721985326	2380
Snx24	-2.54836776817081	1241
6330403L08Rik	-2.54822612286123	4562
Ercc8	-2.54815920279037	10671
Loh12cr1	-2.54793974324152	913
Skil	-2.54777432718436	9000
Fam78b	-2.54740053967696	3546
Micu1	-2.54552867394467	7569
Wdr61	-2.54545025025288	3085
Tmed7	-2.54488505336195	3360
Rft1	-2.54353001999055	2542
Rrp8	-2.54316014923539	1779
Slc25a44	-2.54248972902944	2399
Rad23b	-2.54211859696402	4453
Ralgapb	-2.54180282722333	8513
Trappc1	-2.54172416572607	635
Tmem251	-2.54085983986351	2549
Cyb5r1	-2.54065854480248	2522
Cnot3	-2.54047051325788	1862
Flcn	-2.54016182961722	1999
Nelfb	-2.5384413004979	893
Tmem231	-2.53841687633125	1914
Fbxw4	-2.53796725583352	1038
Aamp	-2.537831966332	394
Nnt	-2.53723970904175	5794
A230072C01Rik	-2.53534299339491	1370
Mrgbp	-2.53519346671334	1003
Gm6851	-2.5347027879378	438
Rngtt	-2.53450546616577	3948
Mroh1	-2.53425070231012	3609
Fam174b	-2.53340792584102	2020
Ncoa6	-2.5320495252464	1913
Eif3d	-2.53154130993985	111
Gfpt2	-2.53094534315823	3654
AK202494	-2.53049903657675	454
Man2b1	-2.52996688344928	1222
Rtn4ip1	-2.52948409436043	1334
Tatdn2	-2.5288975278588	604
Pigl	-2.52831579949523	3618
Bai1	-2.52715322250532	943
Gprasp2	-2.52695323606031	788
Myo5b	-2.52646930389553	6653
Cops7a	-2.52541668462643	1915
Fkrp	-2.52504571793837	1184
Pde7a	-2.52459237456698	5802
Sertad4	-2.52385596744139	2216
Parn	-2.52385258082935	1372
Iah1	-2.52349612340168	1531
Synrg	-2.52349485922631	4861
Sgip1	-2.52304874014194	8430
Slc38a10	-2.52253508756898	2514
Dennd6a	-2.52253170125453	6032
Kcnj2	-2.52193219985961	3755
Pdcd6ip	-2.52184842766005	4397
Tsr2	-2.52156126806377	3320
Flywch1	-2.52055346405654	1607
Fam21	-2.5200112478548	386
Crtc3	-2.51814077843156	8080
Tmed5	-2.5173614151254	8519
AK164940	-2.51728347185655	4253
Drd1a	-2.51710710826139	1669
Nab1	-2.51630456493499	3761
Tmcc1	-2.51556222321853	7149
Cnnm4	-2.51456101101635	2170
Crat	-2.51391808747746	2641
Srgap2	-2.51361712625254	6528
Tmem8	-2.51273478446033	1020
Orc6	-2.51241755946854	694
Rab8a	-2.51223205855691	3984
Hdac11	-2.51095574626311	2310
Map1s	-2.51019187060199	478
Dusp1	-2.51014170245159	1614
Tango2	-2.51005173527911	5345
Sfxn5	-2.50861970643416	3905
Lss	-2.50689833493216	6023
BC017643	-2.50663344501664	1712
Golph3	-2.50646867321928	2041
Atp6v1h	-2.50631558213727	1953
Gdi2	-2.50619278573061	1119
Ep300	-2.50570783844748	3105
Chmp2b	-2.50552263107245	1007
Ankrd24	-2.50550092673405	4174
Cdan1	-2.50547554968238	4572
Ddah2	-2.50451562714478	624
Sumf2	-2.50395569823857	1410
Slc25a37	-2.50312052896258	6173
2900056M20Rik	-2.50249893598524	4755
Slc18b1	-2.50170418602415	1543
Alg2	-2.50037162776544	2078
Extl3	-2.49980646314893	2554
Zcchc16	-2.49961913648558	1912
Sbno2	-2.4980335665173	2626
Sdhaf1	-2.49785387183438	564
Izumo4	-2.49766083316186	231
Atl2	-2.49739539900599	4664
Vcl	-2.49666171454746	4725
D10Jhu81e	-2.49627828078227	5339
Grsf1	-2.49596946674243	1445
Gzf1	-2.49592435502672	2041
Ipo13	-2.49583168982047	2318
Herc3	-2.49488423805992	2507
March7	-2.49477787814004	8152
Sod2	-2.494605220674	8046
AK155692	-2.49438497290093	532
Lztfl1	-2.49413412452723	8176
Qsox1	-2.49382004329311	3845
Iglon5	-2.49357318707659	1556
Abca2	-2.49310866039257	1692
Tigd2	-2.49261179208999	306
Alkbh8	-2.49249542901112	5786
Zfp462	-2.49199379465162	2689
Zfp275	-2.49169073469193	4734
Nipa2	-2.49108455407859	3034
Snrpc	-2.49092023146303	4016
Kctd10	-2.49069782594507	2820
Zfp46	-2.48996140266582	3296
Ttyh3	-2.48959396934872	2938
Otud5	-2.48933013821223	3018
Kctd21	-2.4890009997508	2112
Atxn3	-2.488073080272	4343
Hook2	-2.48776737799026	1678
Zfp362	-2.48775906137914	1676
Sp2	-2.48732955439028	1131
Brdt	-2.48637762507377	1956
Gcc1	-2.48602230702397	4222
Tmem132e	-2.48375134284768	1524
Med24	-2.48353817018345	1879
Tmem161a	-2.48344552594008	3274
Med27	-2.48157413137584	1881
Zfp943	-2.48100110862004	3184
Pex2	-2.48096370017909	642
Ssbp4	-2.47949861776267	421
Osbpl9	-2.47887041243929	2750
Lhfp	-2.47867712086401	1189
Mrpl3	-2.47825179556169	8303
Zfp518b	-2.47788742132569	2928
Snrnp200	-2.4774851719413	2125
Fam133b	-2.47728154186106	3863
Adpgk	-2.47709192391248	4528
Fam135b	-2.47563053879187	7497
Abt1	-2.47500133838263	3611
Arpc3	-2.47466201837088	6872
Mrpl50	-2.47412137195957	1594
Btrc	-2.47167263469986	9584
Rab24	-2.4716159279479	927
Tm7sf3	-2.47076693981926	1666
4632415L05Rik	-2.4696058477403	5707
Fabp5	-2.46842831540501	544
Fkbp9	-2.46788870877575	1248
Dcx	-2.46694378184409	11342
AW209491	-2.4668673644128	373
Tusc2	-2.4660862268384	1196
1110004E09Rik	-2.46591479383257	403
Glod4	-2.46566532641263	5876
Maneal	-2.46527629838252	1364
8030462N17Rik	-2.46518701955229	6335
Gm11974	-2.46472591134168	703
Nfkbia	-2.4646155200095	513
Zfp788	-2.46420828823745	937
Kdm5b	-2.46394853672442	3263
Phka2	-2.46312860937979	3293
1810037I17Rik	-2.46302132281925	715
Yipf5	-2.46292547428747	2723
Thyn1	-2.46281397277353	493
Dck	-2.46220207872025	2035
Mlec	-2.45988500056848	4973
Usp2	-2.45973988786202	1853
Bhlhe40	-2.45879722770527	1805
Tmem158	-2.45857433399171	628
Cryzl1	-2.45854132125618	3311
Pdxdc1	-2.45766342126809	6034
Gabrg3	-2.45681465024423	10014
Zfp948	-2.45582896334558	146
Ints3	-2.4555133271625	1209
Emg1	-2.45546279364911	1287
Wee1	-2.45351748764218	5798
Mrpl15	-2.45324486635971	3356
Sdc2	-2.45213903857409	2311
Rnf152	-2.45199771658871	7302
Ppp2r2b	-2.4519535345362	1378
Ncan	-2.4516010846338	3235
Rnf112	-2.45124988850503	2605
Gm14681	-2.45078411178437	411
Soga2	-2.45024889254178	2842
Tmem150a	-2.45015821886187	756
Trmt2a	-2.45003197918882	2434
Nfatc3	-2.44944982952735	2874
Pard6g	-2.44892345517966	1818
Mex3c	-2.44887181521216	1782
Swsap1	-2.4479353482534	1000
Mrpl49	-2.44604311879022	1353
Syt17	-2.44583645638457	1435
Dbnl	-2.44478578366499	981
Cdr2l	-2.44432270432762	1895
Tusc1	-2.44336465305175	655
Banp	-2.44321164340457	4658
Pkm	-2.44225402676224	1214
Dusp4	-2.44223715043416	3190
Slc4a8	-2.44182691638059	8847
Sez6	-2.44121243880587	2460
AK015544	-2.44112308952243	3179
Drp2	-2.44087929926252	4548
AK084588	-2.44024512076006	1825
Ddost	-2.43960031634826	645
Gtf3c2	-2.43813084386476	3373
Ncoa4	-2.43792643369538	2026
Farp1	-2.43751560056316	1434
Ppp4r2	-2.43751484366431	3368
Foxj1	-2.43647423297569	1006
Utp3	-2.43625660390702	60
Commd5	-2.43589033036736	1051
Wdr55	-2.43559939107272	283
B4galt4	-2.43490097686472	1387
Gfer	-2.43417627451223	1089
Smarcc2	-2.43361714135533	1202
Plod3	-2.43314599811944	1585
Bpnt1	-2.43256778880333	1180
Dram2	-2.43245849937846	2025
Smyd5	-2.43229253465992	1754
AK203140	-2.43169692905351	292
Anxa5	-2.43093491947296	1130
Cep120	-2.43023093023898	1843
Zfp580	-2.42925840944728	388
Ppih	-2.42911873615129	1786
Atg10	-2.4277898860037	897
4931406C07Rik	-2.42623327751559	1481
Msl3	-2.42599424015432	3741
Rcor3	-2.4250076251828	5938
Arf2	-2.42483404676109	1806
Fam213b	-2.42474168180193	277
Gm20716	-2.42406551312742	4187
Slc39a9	-2.42377916130028	5056
Cox19	-2.42361323447411	2845
AK219583	-2.42313700340249	903
Ubr7	-2.42285072158007	1915
Sema3e	-2.42230825178911	4351
Mpv17	-2.42115911403801	2421
Ccdc101	-2.42047578141426	1358
Dnal4	-2.41999680515546	1275
Dusp28	-2.41829939200449	933
Poc1a	-2.41738660546433	111
Spg20	-2.41717285874531	3649
Tbrg1	-2.41714695582137	2159
Ksr1	-2.41708988186254	3450
Lman1	-2.41569675545704	4872
Ifnar2	-2.41542843640679	3910
Map4k5	-2.41497885598013	3893
Nalcn	-2.41497488766865	6072
Htr7	-2.41478219768145	1670
St3gal3	-2.41439299974637	894
Ptpn9	-2.41410746220223	5073
AI462493	-2.41367315008353	453
Fam126a	-2.41355562174342	4835
Fbxw17	-2.41239605934278	1458
Dus1l	-2.41196048058339	359
Bcorl1	-2.41172290781668	3105
Zfc3h1	-2.41127134721791	1159
Ahctf1	-2.41047250595239	3327
Copz1	-2.41036687731953	1933
Atp2b1	-2.41034532091559	3024
Eif4a-ps4	-2.40993012483921	1396
Pepd	-2.40932901367315	912
Actn4	-2.40891838748816	1846
Aph1a	-2.40830639892554	2349
Slc30a7	-2.40673209324942	7691
Nacad	-2.40638972456083	72
Dcaf6	-2.40598499375687	438
Nucb1	-2.40584365257601	6971
Snx25	-2.40548680978082	1155
Akap17b	-2.4042696451126	2790
Gm12346	-2.40385181327941	825
Fam134a	-2.4033957542311	854
Rbm4b	-2.40214687269443	7333
Spock3	-2.40175644972321	2436
Sept4	-2.40161649192137	1946
Fbxl15	-2.40159672655679	155
Med31	-2.4015016833477	827
Bpgm	-2.40137871581735	2958
Ccdc12	-2.40134023036754	260
AK046862	-2.40120212457128	1905
Pla2g12a	-2.40021990704787	1037
Pds5b	-2.39970642112526	3794
Hs3st5	-2.39964137070607	2113
Lrrc8a	-2.39913756804962	1667
Tcea1	-2.39873461437865	1545
Rfc2	-2.39844350780774	369
Rsbn1	-2.39781667675905	4476
Bysl	-2.39771574709994	2222
Psma2	-2.39730154971387	208
Lrrtm4	-2.39676230797388	3695
Rhobtb3	-2.39379473463892	3419
Rad9a	-2.39347310619468	789
Baz1b	-2.39342780525355	4908
Klhl32	-2.39325122370129	11705
Cldn25	-2.39294288282952	1342
Psmb3	-2.39291557275649	1375
Rcan2	-2.39182794356288	2382
Tatdn3	-2.3913165671401	1291
Bud31	-2.39130571867046	723
Slc35e2	-2.39058548204883	4639
Egfl7	-2.39028448086981	2220
Cgref1	-2.38941510007478	348
AK020711	-2.38883500246354	983
Gba2	-2.38862083941316	1495
Rgl2	-2.38798525313334	2181
Dcp1b	-2.38723325211581	3158
Tprgl	-2.38616162483445	1775
Cacna2d2	-2.3860230595322	2635
Stx18	-2.38420981421885	1562
Atp6v0b	-2.38419863124904	447
Twf1	-2.38387976401975	2088
Lpcat3	-2.38380435462603	2323
Utrn	-2.38352685346513	2207
Wdr59	-2.38188855904055	2060
Usp15	-2.38164440084763	13064
Cadm2	-2.38119391046887	7734
Iqce	-2.38118182832679	7141
Ngrn	-2.38081086658186	1001
Ppil2	-2.38043325501515	4909
BC051062	-2.3795613288776	3943
Cmc1	-2.37876203782767	822
Mfsd5	-2.37862242566267	197
Ltn1	-2.37853644974245	2424
Lrp11	-2.37815581243409	1698
1810022K09Rik	-2.37805106256757	873
Praf2	-2.3779547775183	657
Mtfr1l	-2.37695888772439	1988
Gin1	-2.37618737056486	2470
Sec24d	-2.37613576497754	816
Pradc1	-2.37596379474346	1023
Osbp	-2.3758303426297	2072
Pcdh9	-2.37565974645015	1939
Sfxn4	-2.37553118406278	1773
Zfp777	-2.37506730358322	495
Tsg101	-2.37505887491523	1345
Zfp612	-2.37369048860845	2593
Mlh3	-2.37348383611741	1264
Ergic2	-2.37345703331852	4955
Ubxn2b	-2.37134507206076	5613
Vti1a	-2.37125467564422	7635
Amd1	-2.37006130195585	1871
Xrcc6	-2.36986122952126	1085
Btbd2	-2.36833232717367	1294
Lsm11	-2.36727206932477	3596
Zfp961	-2.36715210243421	3638
Cct4	-2.36666862755946	4546
Raf1	-2.36642780769076	2549
G6pdx	-2.36613461497493	1495
Pigt	-2.36563787571317	2101
Tmbim4	-2.36476950842947	2607
Mrgpre	-2.36475067134896	2469
Kcnab1	-2.36463863955394	3946
Slain1	-2.36446038756462	996
E130311K13Rik	-2.36442610584343	1471
Map4k2	-2.36394248084051	3595
Fam3a	-2.36387484759873	1486
Cetn4	-2.3637457321078	1432
Pcgf1	-2.36329469314157	306
Dnttip2	-2.36266681478507	121
Mad2l1	-2.36173381573856	1206
Gucy1a3	-2.36136200159935	4050
Mapk8	-2.36059958432693	7914
Mlycd	-2.3605075943644	1265
Gns	-2.36004240066916	3061
Slc35c1	-2.35966450855518	1451
Il1rap	-2.35939771873432	8361
Myadm	-2.35917597765025	1663
Gtf3c6	-2.35882838148134	1886
Gadd45g	-2.35834214850133	606
Slc35e1	-2.35817431051831	5770
Sox2	-2.35636297049039	1086
4930414L22Rik	-2.35600957496225	1149
Gle1	-2.35545994391507	4038
Dagla	-2.3537287098299	3433
Xxylt1	-2.35352818056233	2206
Snx21	-2.35272357152251	2822
Smim17	-2.35186057698786	3007
Tdrkh	-2.35041985697577	2621
Ccdc30	-2.34926670260453	4506
Gfra4	-2.34751187029776	1519
Otud6b	-2.34717407959788	10262
Rap2b	-2.34643876198741	3095
Zfp719	-2.34636307466725	2954
Fads3	-2.34400093164645	2275
Gys1	-2.34337149122675	2135
St8sia6	-2.34292994855796	5938
Aprt	-2.34178717914559	1019
Scube1	-2.34070394702121	4740
Tbc1d17	-2.34049616066048	1705
4833424O15Rik	-2.34036028465856	2860
